date,sales,day_of_week,day_of_year,month,quarter,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,is_month_start,is_month_end,is_quarter_end,week_of_year
2022-08-13,1902.41,5,225,8,3,2022,1,0,2457.41,2138.61,2296.39,2280.1699999999996,2267.833,185.68705465558602,0,0,0,32
2022-08-14,2039.44,6,226,8,3,2022,1,0,1902.41,2382.67,2403.23,2231.137142857143,2255.7066666666665,198.95277033459388,0,0,0,32
2022-08-15,2254.88,0,227,8,3,2022,0,0,2039.44,2367.65,2371.21,2215.0271428571427,2251.8289999999997,190.44004627128643,0,0,0,33
2022-08-16,2396.14,1,228,8,3,2022,0,0,2254.88,2375.83,2190.62,2217.9285714285716,2258.6796666666664,193.42950804092058,0,0,0,33
2022-08-17,2372.03,2,229,8,3,2022,0,0,2396.14,2267.85,2311.01,2232.8114285714287,2260.713666666667,201.74011858730324,0,0,0,33
2022-08-18,2475.25,3,230,8,3,2022,0,0,2372.03,2207.37,2539.98,2271.0800000000004,2258.556,220.63252344112811,0,0,0,33
2022-08-19,2240.69,4,231,8,3,2022,0,0,2475.25,2457.41,2298.38,2240.12,2256.6330000000003,204.76299079667717,0,0,0,33
2022-08-20,1974.22,5,232,8,3,2022,1,0,2240.69,1902.41,2053.59,2250.378571428572,2253.987333333333,185.95940071501033,0,0,0,33
2022-08-21,1865.35,6,233,8,3,2022,1,0,1974.22,2039.44,2207.72,2225.5085714285715,2242.575,226.16649246580698,0,0,0,33
2022-08-22,2242.91,0,234,8,3,2022,0,0,1865.35,2254.88,1777.86,2223.7985714285714,2258.076666666667,225.95255921163172,0,0,0,34
2022-08-23,2363.49,1,235,8,3,2022,0,0,2242.91,2396.14,2005.21,2219.1342857142854,2270.0193333333327,222.1062780035082,0,0,0,34
2022-08-24,2417.73,2,236,8,3,2022,0,0,2363.49,2372.03,2360.08,2225.6628571428573,2271.9410000000003,227.94443582550932,0,0,0,34
2022-08-25,2163.09,3,237,8,3,2022,0,0,2417.73,2475.25,2608.08,2181.0685714285714,2257.108,199.7719797192609,0,0,0,34
2022-08-26,2429.04,4,238,8,3,2022,0,0,2163.09,2240.69,2404.87,2207.9757142857143,2257.913666666667,220.72615672345012,0,0,0,34
2022-08-27,2199.07,5,239,8,3,2022,1,0,2429.04,1974.22,2322.11,2240.097142857143,2253.8123333333333,196.01670513116056,0,0,0,34
2022-08-28,2054.82,6,240,8,3,2022,1,0,2199.07,1865.35,2478.44,2267.164285714286,2239.6916666666666,141.00772979487607,0,0,0,34
2022-08-29,2571.36,0,241,8,3,2022,0,0,2054.82,2242.91,1721.34,2314.0857142857144,2268.025666666667,180.66289887127144,0,0,0,35
2022-08-30,2170.75,1,242,8,3,2022,0,0,2571.36,2363.49,2087.25,2286.5514285714285,2270.809,186.47246601295416,0,0,0,35
2022-08-31,2097.06,2,243,8,3,2022,0,0,2170.75,2417.73,2466.36,2240.7414285714285,2258.4990000000003,188.255665999599,0,1,0,35
2022-09-01,2013.84,3,244,9,3,2022,0,0,2097.06,2163.09,2127.68,2219.42,2254.704333333333,206.12029877396108,1,0,0,35
2022-09-02,2501.9,4,245,9,3,2022,0,0,2013.84,2429.04,2519.7,2229.8285714285716,2254.111,219.8520346679087,0,0,0,35
2022-09-03,2072.45,5,246,9,3,2022,1,0,2501.9,2199.07,2397.51,2211.7400000000002,2243.275666666667,227.86730531898098,0,0,0,35
2022-09-04,1962.73,6,247,9,3,2022,1,0,2072.45,2054.82,2282.96,2198.5842857142857,2232.601333333333,240.73209070507932,0,0,0,35
2022-09-05,2309.79,0,248,9,3,2022,0,0,1962.73,2571.36,2138.61,2161.217142857143,2238.307333333333,187.6799097501119,0,0,0,36
2022-09-06,2095.65,1,249,9,3,2022,0,0,2309.79,2170.75,2382.67,2150.4885714285715,2228.74,189.18463216556393,0,0,0,36
2022-09-07,2627.99,2,250,9,3,2022,0,0,2095.65,2097.06,2367.65,2226.335714285714,2237.418,258.0789377856544,0,0,0,36
2022-09-08,2277.13,3,251,9,3,2022,0,0,2627.99,2013.84,2375.83,2263.9485714285715,2234.1279999999997,240.53792857042814,0,0,0,36
2022-09-09,2270.73,4,252,9,3,2022,0,0,2277.13,2501.9,2267.85,2230.924285714286,2234.224,217.15656862097975,0,0,0,36
2022-09-10,2059.74,5,253,9,3,2022,1,0,2270.73,2072.45,2207.37,2229.1085714285714,2229.303,218.74975599442217,0,0,0,36
2022-09-11,2019.54,6,254,9,3,2022,1,0,2059.74,1962.73,2457.41,2237.2242857142855,2214.7073333333333,208.01006528989151,0,0,0,36
2022-09-12,2277.46,0,255,9,3,2022,0,0,2019.54,2309.79,1902.41,2232.6057142857144,2227.2090000000003,206.48362928306196,0,0,0,37
2022-09-13,2121.77,1,256,9,3,2022,0,0,2277.46,2095.65,2039.44,2236.337142857143,2229.9533333333334,203.81493155264587,0,0,0,37
2022-09-14,2307.49,2,257,9,3,2022,0,0,2121.77,2627.99,2254.88,2190.5514285714285,2231.7070000000003,119.88856290024582,0,0,0,37
2022-09-15,2515.48,3,258,9,3,2022,0,0,2307.49,2277.13,2396.14,2224.6014285714286,2235.685,171.370220616903,0,0,0,37
2022-09-16,2431.37,4,259,9,3,2022,0,0,2515.48,2270.73,2372.03,2247.55,2237.663,188.47875813116664,0,0,0,37
2022-09-17,2164.9,5,260,9,3,2022,1,0,2431.37,2059.74,2475.25,2262.572857142857,2227.318,174.70168685641315,0,0,0,37
2022-09-18,1845.58,6,261,9,3,2022,1,0,2164.9,2019.54,2240.69,2237.7214285714285,2214.1476666666663,221.21595598182466,0,0,0,37
2022-09-19,2070.14,0,262,9,3,2022,0,0,1845.58,2277.46,1974.22,2208.1042857142857,2217.3450000000003,228.7586611006714,0,0,0,38
2022-09-20,2196.02,1,263,9,3,2022,0,0,2070.14,2121.77,1865.35,2218.7114285714283,2228.3673333333336,225.79045997181998,0,0,0,38
2022-09-21,2219.53,2,264,9,3,2022,0,0,2196.02,2307.49,2242.91,2206.1457142857143,2227.588,222.44914998392747,0,0,0,38
2022-09-22,2371.58,3,265,9,3,2022,0,0,2219.53,2515.48,2363.49,2185.5885714285714,2227.8576666666663,193.91766968042467,0,0,0,38
2022-09-23,1949.84,4,266,9,3,2022,0,0,2371.58,2431.37,2417.73,2116.7985714285714,2212.2613333333334,176.85625296914674,0,0,0,38
2022-09-24,2129.39,5,267,9,3,2022,1,0,1949.84,2164.9,2163.09,2111.7257142857143,2211.138,175.75241334115225,0,0,0,38
2022-09-25,1872.49,6,268,9,3,2022,1,0,2129.39,1845.58,2429.04,2115.57,2192.586333333333,169.13022635433256,0,0,0,38
2022-09-26,2128.39,0,269,9,3,2022,0,0,1872.49,2070.14,2199.07,2123.8914285714286,2190.2303333333334,167.95135460688238,0,0,0,39
2022-09-27,2036.82,1,270,9,3,2022,0,0,2128.39,2196.02,2054.82,2101.1485714285714,2189.6303333333335,167.334089516413,0,0,0,39
2022-09-28,1936.63,2,271,9,3,2022,0,0,2036.82,2219.53,2571.36,2060.7342857142858,2168.4726666666666,168.13842579426301,0,0,0,39
2022-09-29,2304.54,3,272,9,3,2022,0,0,1936.63,2371.58,2170.75,2051.157142857143,2172.932333333333,148.21004123813964,0,0,0,39
2022-09-30,2188.27,4,273,9,3,2022,0,0,2304.54,1949.84,2097.06,2085.218571428571,2175.9726666666666,148.44235900719292,0,1,1,39
2022-10-01,1679.99,5,274,10,4,2022,1,0,2188.27,2129.39,2013.84,2021.0185714285712,2164.844333333333,210.40374033657483,1,0,0,39
2022-10-02,1675.43,6,275,10,4,2022,1,0,1679.99,1872.49,2501.9,1992.8671428571429,2137.295333333333,244.0770395260715,0,0,0,39
2022-10-03,2115.53,0,276,10,4,2022,0,0,1675.43,2128.39,2072.45,1991.0300000000002,2138.7313333333336,242.93267702527925,0,0,0,40
2022-10-04,2412.46,1,277,10,4,2022,0,0,2115.53,2036.82,1962.73,2044.6928571428568,2153.7223333333336,291.3892924545177,0,0,0,40
2022-10-05,2119.39,2,278,10,4,2022,0,0,2412.46,1936.63,2309.79,2070.8014285714285,2147.375666666667,288.2639988175547,0,0,0,40
2022-10-06,1929.08,3,279,10,4,2022,0,0,2119.39,2304.54,2095.65,2017.1642857142856,2141.8233333333333,271.995539170357,0,0,0,40
2022-10-07,2113.92,4,280,10,4,2022,0,0,1929.08,2188.27,2627.99,2006.5428571428572,2124.6876666666667,265.57617850718094,0,0,0,40
2022-10-08,1806.12,5,281,10,4,2022,1,0,2113.92,1679.99,2277.13,2024.5614285714287,2108.987333333333,243.05147269859143,0,0,0,40
2022-10-09,1438.75,6,282,10,4,2022,1,0,1806.12,1675.43,2270.73,1990.75,2081.2546666666667,307.6046967565168,0,0,0,40
2022-10-10,2131.4,0,283,10,4,2022,0,0,1438.75,2115.53,2059.74,1993.0171428571427,2083.643333333333,308.7340525821722,0,0,0,41
2022-10-11,2101.18,1,284,10,4,2022,0,0,2131.4,2412.46,2019.54,1948.5485714285714,2086.364666666667,256.1981679890678,0,0,0,41
2022-10-12,2236.55,2,285,10,4,2022,0,0,2101.18,2119.39,2277.46,1965.2857142857142,2085.0009999999997,272.5258743591886,0,0,0,41
2022-10-13,2405.77,3,286,10,4,2022,0,0,2236.55,1929.08,2121.77,2033.3842857142856,2094.4676666666664,317.77239165043864,0,0,0,41
2022-10-14,2293.75,4,287,10,4,2022,0,0,2405.77,2113.92,2307.49,2059.074285714286,2094.009666666667,332.30513803115696,0,0,0,41
2022-10-15,1780.78,5,288,10,4,2022,1,0,2293.75,1806.12,2515.48,2055.4542857142856,2069.5196666666666,335.6412610142556,0,0,0,41
2022-10-16,1651.51,6,289,10,4,2022,1,0,1780.78,1438.75,2431.37,2085.8485714285716,2043.5243333333335,274.56342870264734,0,0,0,41
2022-10-17,2499.88,0,290,10,4,2022,0,0,1651.51,2131.4,2164.9,2138.4885714285715,2054.6903333333335,316.8229690446807,0,0,0,42
2022-10-18,2119.18,1,291,10,4,2022,0,0,2499.88,2101.18,1845.58,2141.06,2063.8103333333333,316.5426164041755,0,0,0,42
2022-10-19,2108.84,2,292,10,4,2022,0,0,2119.18,2236.55,2070.14,2122.815714285714,2065.1003333333333,313.79005151306586,0,0,0,42
2022-10-20,2099.6,3,293,10,4,2022,0,0,2108.84,2405.77,2196.02,2079.077142857143,2061.8863333333334,288.05947931601025,0,0,0,42
2022-10-21,2129.44,4,294,10,4,2022,0,0,2099.6,2293.75,2219.53,2055.604285714286,2058.883333333333,274.0026576426581,0,0,0,42
2022-10-22,1774.6,5,295,10,4,2022,1,0,2129.44,1780.78,2371.58,2054.7214285714285,2038.9840000000002,275.04372467110386,0,0,0,42
2022-10-23,1706.77,6,296,10,4,2022,1,0,1774.6,1651.51,1949.84,2062.615714285714,2030.8816666666667,262.02697226667266,0,0,0,42
2022-10-24,2007.39,0,297,10,4,2022,0,0,1706.77,2499.88,2129.39,1992.2600000000002,2026.8149999999998,177.5524070051864,0,0,0,43
2022-10-25,2081.14,1,298,10,4,2022,0,0,2007.39,2119.18,1872.49,1986.8257142857144,2033.7700000000002,173.55757506345506,0,0,0,43
2022-10-26,2001.21,2,299,10,4,2022,0,0,2081.14,2108.84,2128.39,1971.4500000000003,2029.5306666666668,165.52840884070477,0,0,0,43
2022-10-27,1972.5,3,300,10,4,2022,0,0,2001.21,2099.6,2036.82,1953.292857142857,2027.3866666666668,155.81443661338054,0,0,0,43
2022-10-28,2092.13,4,301,10,4,2022,0,0,1972.5,2129.44,1936.63,1947.962857142857,2032.57,149.2860263291418,0,0,0,43
2022-10-29,1734.71,5,302,10,4,2022,1,0,2092.13,1774.6,2304.54,1942.2642857142855,2013.5756666666666,157.5397784536988,0,0,0,43
2022-10-30,1995.38,6,303,10,4,2022,1,0,1734.71,1706.77,2188.27,1983.4942857142858,2007.1460000000002,118.5868324417745,0,0,0,43
2022-10-31,1669.01,0,304,10,4,2022,0,0,1995.38,2007.39,1679.99,1935.1542857142856,2006.78,166.5078039069257,0,1,0,44
2022-11-01,2227.29,1,305,11,4,2022,0,1,1669.01,2081.14,1675.43,1956.032857142857,2025.1753333333334,194.64888737710564,1,0,0,44
2022-11-02,2247.44,2,306,11,4,2022,0,1,2227.29,2001.21,2115.53,1991.2085714285715,2029.5723333333333,224.18183419036077,0,0,0,44
2022-11-03,1746.52,3,307,11,4,2022,0,1,2247.44,1972.5,2412.46,1958.9257142857143,2007.3743333333332,242.82098171679283,0,0,0,44
2022-11-04,2003.18,4,308,11,4,2022,0,1,1746.52,2092.13,2119.39,1946.2185714285715,2003.5006666666666,236.94476666012568,0,0,0,44
2022-11-05,1695.97,5,309,11,4,2022,1,1,2003.18,1734.71,1929.08,1940.6842857142856,1995.7303333333334,243.08126493398697,0,0,0,44
2022-11-06,1537.72,6,310,11,4,2022,1,1,1695.97,1995.38,2113.92,1875.304285714286,1976.5236666666667,284.0181308095917,0,0,0,44
2022-11-07,1929.38,0,311,11,4,2022,0,1,1537.72,1669.01,1806.12,1912.5,1980.6323333333335,269.1591828268221,0,0,0,45
2022-11-08,1876.72,1,312,11,4,2022,0,1,1929.38,2227.29,1438.75,1862.4185714285716,1995.2313333333334,230.69113986949898,0,0,0,45
2022-11-09,2303.46,2,313,11,4,2022,0,1,1876.72,2247.44,2131.4,1870.4214285714286,2000.9666666666667,246.69080961321202,0,0,0,45
2022-11-10,2178.34,3,314,11,4,2022,0,1,2303.46,1746.52,2101.18,1932.1100000000001,2003.5386666666668,263.93245884759205,0,0,0,45
2022-11-11,2226.15,4,315,11,4,2022,0,1,2178.34,2003.18,2236.55,1963.962857142857,2003.192,286.43451902743584,0,0,0,45
2022-11-12,1841.15,5,316,11,4,2022,1,1,2226.15,1695.97,2405.77,1984.7028571428575,1984.3713333333333,268.48966316007716,0,0,0,45
2022-11-13,1561.09,6,317,11,4,2022,1,1,1841.15,1537.72,2293.75,1988.0414285714285,1959.9493333333335,262.0738925970203,0,0,0,45
2022-11-14,1949.37,0,318,11,4,2022,0,1,1561.09,1929.38,1780.78,1990.8971428571429,1965.569,261.43628336010477,0,0,0,46
2022-11-15,2099.12,1,319,11,4,2022,0,1,1949.37,1876.72,1651.51,2022.6685714285716,1980.4893333333334,258.7480701009271,0,0,0,46
2022-11-16,1840.12,2,320,11,4,2022,0,1,2099.12,2303.46,2499.88,1956.4771428571428,1958.4973333333335,232.92144625133145,0,0,0,46
2022-11-17,2128.18,3,321,11,4,2022,0,1,1840.12,2178.34,2119.18,1949.3114285714287,1958.7973333333334,225.61534828321138,0,0,0,46
2022-11-18,1983.04,4,322,11,4,2022,0,1,2128.18,2226.15,2108.84,1914.5814285714284,1954.604,192.12345158158507,0,0,0,46
2022-11-19,1660.79,5,323,11,4,2022,1,1,1983.04,1841.15,2099.6,1888.8157142857142,1939.9769999999999,214.41367111708982,0,0,0,46
2022-11-20,1821.64,6,324,11,4,2022,1,1,1660.79,1561.09,2129.44,1926.037142857143,1929.717,164.9493476509644,0,0,0,46
2022-11-21,2079.69,0,325,11,4,2022,0,1,1821.64,1949.37,1774.6,1944.6542857142856,1939.8866666666665,175.06585235821163,0,0,0,47
2022-11-22,1957.03,1,326,11,4,2022,0,1,2079.69,2099.12,1706.77,1924.3557142857142,1948.2286666666666,161.9143772551014,0,0,0,47
2022-11-23,2183.27,2,327,11,4,2022,0,1,1957.03,1840.12,2007.39,1973.3771428571429,1954.0913333333335,182.76434824789644,0,0,0,47
2022-11-24,1845.47,3,328,11,4,2022,0,1,2183.27,2128.18,2081.14,1932.99,1946.235666666667,173.8751014377921,0,0,0,47
2022-11-25,2898.36,4,329,11,4,2022,0,1,1845.47,1983.04,2001.21,2063.75,1976.1406666666667,406.43619765796973,0,0,0,47
2022-11-26,2593.34,5,330,11,4,2022,1,1,2898.36,1660.79,1972.5,2196.9714285714285,1996.8353333333332,405.1739255936307,0,0,0,47
2022-11-27,2456.43,6,331,11,4,2022,1,1,2593.34,1821.64,2092.13,2287.655714285714,2008.9786666666666,377.24330150258646,0,0,0,47
2022-11-28,2850.33,0,332,11,4,2022,0,1,2456.43,2079.69,1734.71,2397.747142857143,2046.1660000000002,416.81066967766316,0,0,0,48
2022-11-29,2612.38,1,333,11,4,2022,0,1,2850.33,1957.03,1995.38,2491.368571428571,2066.732666666667,372.5738553821031,0,0,0,48
2022-11-30,2937.35,2,334,11,4,2022,0,1,2612.38,2183.27,1669.01,2599.094285714286,2109.0106666666666,377.6260417775358,0,1,0,48
2022-12-01,1969.8,3,335,12,4,2022,0,1,2937.35,1845.47,2227.29,2616.855714285714,2100.427666666667,337.01187421499327,1,0,0,48
2022-12-02,1917.98,4,336,12,4,2022,0,1,1969.8,2898.36,2247.44,2476.8014285714285,2089.445666666667,398.6097090065473,0,0,0,48
2022-12-03,1852.68,5,337,12,4,2022,1,1,1917.98,2593.34,1746.52,2370.992857142857,2092.9843333333333,456.6027345411715,0,0,0,48
2022-12-04,1588.7,6,338,12,4,2022,1,1,1852.68,2456.43,2003.18,2247.031428571429,2079.1683333333335,539.7582640537205,0,0,0,48
2022-12-05,1782.17,0,339,12,4,2022,0,1,1588.7,2850.33,1695.97,2094.437142857143,2082.0416666666665,489.4155989447797,0,0,0,49
2022-12-06,1759.13,1,340,12,4,2022,0,1,1782.17,2612.38,1537.72,1972.5442857142857,2089.422,442.96854052544205,0,0,0,49
2022-12-07,2082.78,2,341,12,4,2022,0,1,1759.13,2937.35,1929.38,1850.462857142857,2094.5353333333337,160.36494179572358,0,0,0,49
2022-12-08,1799.15,3,342,12,4,2022,0,1,2082.78,1969.8,1876.72,1826.0842857142857,2091.949666666667,151.95006842789252,0,0,0,49
2022-12-09,2253.86,4,343,12,4,2022,0,1,1799.15,1917.98,2303.46,1874.067142857143,2090.296333333333,222.4723567632895,0,0,0,49
2022-12-10,1377.85,5,344,12,4,2022,1,1,2253.86,1852.68,2178.34,1806.234285714286,2063.6133333333332,291.6986643128625,0,0,0,49
2022-12-11,1944.19,6,345,12,4,2022,1,1,1377.85,1588.7,2226.15,1857.0185714285715,2054.2146666666663,278.14443864226735,0,0,0,49
2022-12-12,2021.05,0,346,12,4,2022,0,1,1944.19,1782.17,1841.15,1891.1442857142858,2060.2113333333336,282.0573295069181,0,0,0,50
2022-12-13,1974.64,1,347,12,4,2022,0,1,2021.05,1759.13,1561.09,1921.9314285714286,2073.9963333333335,276.9617447367445,0,0,0,50
2022-12-14,1907.25,2,348,12,4,2022,0,1,1974.64,2082.78,1949.37,1896.8557142857142,2072.5923333333335,267.76500567084463,0,0,0,50
2022-12-15,2048.78,3,349,12,4,2022,0,1,1907.25,1799.15,2099.12,1932.517142857143,2070.914333333333,269.202838377456,0,0,0,50
2022-12-16,1983.28,4,350,12,4,2022,0,1,2048.78,2253.86,1840.12,1893.8628571428574,2075.686333333333,232.26334491365378,0,0,0,50
2022-12-17,1854.51,5,351,12,4,2022,1,1,1983.28,1377.85,2128.18,1961.957142857143,2066.564,66.45690927569896,0,0,0,50
2022-12-18,1706.33,6,352,12,4,2022,1,1,1854.51,1944.19,1983.04,1927.9771428571428,2057.340333333333,117.93091674286272,0,0,0,50
2022-12-19,2012.01,0,353,12,4,2022,0,1,1706.33,2021.05,1660.79,1926.685714285714,2069.047666666667,116.78577008882802,0,0,0,51
2022-12-20,2935.28,1,354,12,4,2022,0,1,2012.01,1974.64,1821.64,2063.92,2106.169,401.0327442990182,0,0,0,51
2022-12-21,2981.72,2,355,12,4,2022,0,1,2935.28,1907.25,2079.69,2217.4157142857143,2136.2366666666667,519.270061877156,0,0,0,51
2022-12-22,3036.97,3,356,12,4,2022,0,1,2981.72,2048.78,1957.03,2358.585714285714,2172.2346666666667,594.6395019633643,0,0,0,51
2022-12-23,2734.89,4,357,12,4,2022,0,1,3036.97,1983.28,2183.27,2465.9585714285713,2190.6220000000003,583.3273590483176,0,0,0,51
2022-12-24,2489.89,5,358,12,4,2022,1,1,2734.89,1854.51,1845.47,2556.727142857143,2212.1026666666667,518.1144773346988,0,0,0,51
2022-12-25,2804.4,6,359,12,4,2022,1,1,2489.89,1706.33,2898.36,2713.594285714286,2208.9706666666666,359.76175212942775,0,0,0,51
2022-12-26,3019.43,0,360,12,4,2022,0,1,2804.4,2012.01,2593.34,2857.511428571429,2223.173666666667,197.0199126508518,0,0,0,52
2022-12-27,2967.17,1,361,12,4,2022,0,1,3019.43,2935.28,2456.43,2862.067142857143,2240.1983333333333,199.4713203039635,0,0,0,52
2022-12-28,2998.59,2,362,12,4,2022,0,1,2967.17,2981.72,2850.33,2864.477142857143,2245.1403333333333,201.25186265922207,0,0,0,52
2022-12-29,3049.12,3,363,12,4,2022,0,1,2998.59,3036.97,2612.38,2866.212857142857,2259.6983333333333,203.03201034272004,0,0,0,52
2022-12-30,2917.25,4,364,12,4,2022,0,1,3049.12,2734.89,2937.35,2892.2642857142855,2259.0283333333336,194.9103819585678,0,0,0,52
2022-12-31,2582.8,5,365,12,4,2022,1,1,2917.25,2489.89,1969.8,2905.537142857143,2279.461666666667,163.59005631090812,0,1,1,52
2023-01-01,1430.34,6,1,1,1,2023,1,0,2582.8,2804.4,1917.98,2709.242857142857,2263.2070000000003,585.4952321956237,1,0,0,52
2023-01-02,1555.71,0,2,1,1,2023,0,0,1430.34,3019.43,1852.68,2500.14,2253.3079999999995,705.3582962343787,0,0,0,1
2023-01-03,1765.29,1,3,1,1,2023,0,0,1555.71,2967.17,1588.7,2328.442857142857,2259.1943333333334,718.8776084915124,0,0,0,1
2023-01-04,1450.35,2,4,1,1,2023,0,0,1765.29,2998.59,1782.17,2107.2657142857142,2248.1336666666666,716.4989728966164,0,0,0,1
2023-01-05,1861.88,3,5,1,1,2023,0,0,1450.35,3049.12,1759.13,1937.66,2251.5586666666663,584.8057560706254,0,0,0,1
2023-01-06,2080.26,4,6,1,1,2023,0,0,1861.88,2917.25,2082.78,1818.09,2251.4746666666665,410.8215207767683,0,0,0,1
2023-01-07,1749.72,5,7,1,1,2023,1,0,2080.26,2582.8,1799.15,1699.0785714285714,2249.8269999999998,235.7233418953026,0,0,0,1
2023-01-08,1860.76,6,8,1,1,2023,1,0,1749.72,1430.34,2253.86,1760.5671428571427,2236.7236666666668,208.5056022999857,0,0,0,1
2023-01-09,2265.3,0,9,1,1,2023,0,0,1860.76,1555.71,1377.85,1861.937142857143,2266.3053333333332,258.7486511858162,0,0,0,2
2023-01-10,2169.84,1,10,1,1,2023,0,0,2265.3,1765.29,1944.19,1919.73,2273.8269999999998,278.02535429945226,0,0,0,2
2023-01-11,1743.86,2,11,1,1,2023,0,0,2169.84,1450.35,2021.05,1961.6599999999999,2264.587333333334,209.00334287598295,0,0,0,2
2023-01-12,1830.44,3,12,1,1,2023,0,0,1743.86,1861.88,1974.64,1957.1685714285716,2259.7806666666665,211.8237527937352,0,0,0,2
2023-01-13,1931.13,4,13,1,1,2023,0,0,1830.44,2080.26,1907.25,1935.8642857142859,2260.5766666666664,204.76214362500525,0,0,0,2
2023-01-14,1731.32,5,14,1,1,2023,1,0,1931.13,1749.72,2048.78,1933.2357142857145,2249.9946666666665,207.6477453009639,0,0,0,2
2023-01-15,1807.7,6,15,1,1,2023,1,0,1731.32,1860.76,1983.28,1925.6557142857143,2244.1420000000003,211.66396653321513,0,0,0,2
2023-01-16,1923.93,0,16,1,1,2023,0,0,1807.7,2265.3,1854.51,1876.8885714285714,2246.456,151.00050004648523,0,0,0,3
2023-01-17,2063.62,1,17,1,1,2023,0,0,1923.93,2169.84,1706.33,1861.7142857142858,2258.3656666666666,118.49274265501545,0,0,0,3
2023-01-18,1925.2,2,18,1,1,2023,0,0,2063.62,1743.86,2012.01,1887.6200000000001,2255.472,107.77000309301957,0,0,0,3
2023-01-19,1949.77,3,19,1,1,2023,0,0,1925.2,1830.44,2935.28,1904.6671428571428,2222.6216666666664,106.64979757979943,0,0,0,3
2023-01-20,1833.57,4,20,1,1,2023,0,0,1949.77,1931.13,2981.72,1890.7299999999998,2184.35,108.96474139220184,0,0,0,3
2023-01-21,1609.24,5,21,1,1,2023,1,0,1833.57,1731.32,3036.97,1873.2899999999997,2136.759,143.14088980209743,0,0,0,3
2023-01-22,1548.21,6,22,1,1,2023,1,0,1609.24,1807.7,2734.89,1836.22,2097.203,189.16110858208432,0,0,0,3
2023-01-23,1907.91,0,23,1,1,2023,0,0,1548.21,1923.93,2489.89,1833.9314285714286,2077.8036666666667,188.01653255575383,0,0,0,4
2023-01-24,2215.74,1,24,1,1,2023,0,0,1907.91,2063.62,2804.4,1855.662857142857,2058.181666666667,224.28273062620272,0,0,0,4
2023-01-25,1918.77,2,25,1,1,2023,0,0,2215.74,1925.2,3019.43,1854.7442857142858,2021.493,223.9634086078372,0,0,0,4
2023-01-26,2459.6,3,26,1,1,2023,0,0,1918.77,1949.77,2967.17,1927.577142857143,2004.5739999999998,321.6224037446376,0,0,0,4
2023-01-27,2142.39,4,27,1,1,2023,0,0,2459.6,1833.57,2998.59,1971.6942857142858,1976.0339999999999,327.7012837355187,0,0,0,4
2023-01-28,1799.84,5,28,1,1,2023,1,0,2142.39,1609.24,3049.12,1998.9228571428573,1934.3913333333333,299.2490068885969,0,0,0,4
2023-01-29,1647.16,6,29,1,1,2023,1,0,1799.84,1548.21,2917.25,2013.0585714285714,1892.0549999999998,275.83089864556683,0,0,0,4
2023-01-30,2184.85,0,30,1,1,2023,0,0,1647.16,1907.91,2582.8,2052.621428571428,1878.7900000000002,278.0874092456435,0,0,0,5
2023-01-31,1997.41,1,31,1,1,2023,0,0,2184.85,2215.74,1430.34,2021.4314285714286,1897.6923333333332,268.8328365005924,0,1,0,5
2023-02-01,2106.1,2,32,2,1,2023,0,0,1997.41,1918.77,1555.71,2048.192857142857,1916.0386666666666,266.22131881289647,1,0,0,5
2023-02-02,2475.92,3,33,2,1,2023,0,0,2106.1,2459.6,1765.29,2050.524285714286,1939.7263333333333,270.4623714343761,0,0,0,5
2023-02-03,2081.69,4,34,2,1,2023,0,0,2475.92,2142.39,1450.35,2041.8528571428571,1960.771,267.9878737128689,0,0,0,5
2023-02-04,1972.75,5,35,2,1,2023,1,0,2081.69,1799.84,1861.88,2066.5542857142855,1964.4666666666667,249.27857929481152,0,0,0,5
2023-02-05,1699.21,6,36,2,1,2023,1,0,1972.75,1647.16,2080.26,2073.9900000000002,1951.7649999999999,235.05392608222516,0,0,0,5
2023-02-06,2103.85,0,37,2,1,2023,0,0,1699.21,2184.85,1749.72,2062.4185714285713,1963.5693333333334,230.63914212673004,0,0,0,6
2023-02-07,2379.19,1,38,2,1,2023,0,0,2103.85,1997.41,1860.76,2116.9585714285713,1980.850333333333,256.40535150607434,0,0,0,6
2023-02-08,2024.08,2,39,2,1,2023,0,0,2379.19,2106.1,2265.3,2105.2414285714285,1972.8096666666668,258.8467069154128,0,0,0,6
2023-02-09,2394.61,3,40,2,1,2023,0,0,2024.08,2475.92,2169.84,2093.6257142857144,1980.302,240.62307979197004,0,0,0,6
2023-02-10,2233.59,4,41,2,1,2023,0,0,2394.61,2081.69,1743.86,2115.325714285714,1996.6263333333332,246.15310586822298,0,0,0,6
2023-02-11,1747.81,5,42,2,1,2023,1,0,2233.59,1972.75,1830.44,2083.191428571429,1993.872,280.1962969317888,0,0,0,6
2023-02-12,1931.86,6,43,2,1,2023,1,0,1747.81,1699.21,1931.13,2116.427142857143,1993.8963333333334,237.62258722003688,0,0,0,6
2023-02-13,2287.77,0,44,2,1,2023,0,0,1931.86,2103.85,1731.32,2142.7014285714286,2012.4446666666665,246.0199135861837,0,0,0,7
2023-02-14,2240.11,1,45,2,1,2023,0,0,2287.77,2379.19,1807.7,2122.832857142857,2026.8583333333333,228.747696433889,0,0,0,7
